violation_address,quadrant,zipcode,lat,long
2649 BOWEN RD SE,SE,20020,38.860099,-76.990166
120 53RD ST NE,NE,20019,38.891473,-76.926285
623 ONEIDA PL NW,NW,20011,38.962205,-77.02226
1324 27TH ST SE,SE,20020,38.873459,-76.96872
249 NICHOLSON ST NE,NE,20011,38.960354,-77.00304
2518 13TH ST NW,NW,20009,38.922966,-77.030016
619 14TH PL NE,NE,20002,38.897995,-76.984408
1617 ALLISON ST NW,NW,20011,38.945296,-77.038171
3120 P ST SE,SE,20020,38.871881,-76.961825
2813 BUENA VISTA TER SE,SE,20020,38.855545,-76.96771
617 S ST NW,NW,20001,38.914302,-77.020619
2306 41ST ST NW,NW,20007,38.920075,-77.080637
5142 NEBRASKA AVE NW,NW,20008,38.95768,-77.06942
605 LONGFELLOW ST NW,NW,20011,38.957667,-77.021137
5212 ASTOR PL SE,SE,20019,38.887022,-76.926489
1622 MINNESOTA AVE SE,SE,20020,38.868435,-76.981311
3414 EADS ST NE,NE,20019,38.895747,-76.956911
4909 13TH ST NW,NW,20011,38.950221,-77.029417
116 EMERSON ST NW,NW,20011,38.949721,-77.013654
1840 MASSACHUSETTS AVE SE,SE,20003,38.884954,-76.977562
4922 JAY ST NE,NE,20019,38.901917,-76.930315
3308 WARDER ST NW,NW,20010,38.931526,-77.020362
1227 ROCK CREEK FORD RD NW,NW,20011,38.962068,-77.028994
1369 PERRY PL NW,NW,20010,38.936273,-77.03209
1631 EUCLID ST NW,NW,20009,38.923472,-77.038044
1740 EUCLID ST NW,NW,20009,38.922928,-77.040406
1650 FULLER ST NW,NW,20009,38.924543,-77.038349
2525 ONTARIO RD NW,NW,20009,38.92382,-77.04003
3150 16TH ST NW,NW,20010,38.930225,-77.037103
25 SHERIDAN ST NW,NW,20011,38.966614,-77.010145
2100 FENDALL ST SE,SE,20020,38.863669,-76.98024
79 NEW YORK AVE NW,NW,20001,38.90669,-77.011738
1026 45TH ST NE,NE,20019,38.903858,-76.937763
1913 17TH ST SE,SE,20020,38.866723,-76.981033
1749 P ST NW,NW,20036,38.909858,-77.040675
1020 45TH ST NE,NE,20019,38.90364,-76.937814
417 OGLETHORPE ST NW,NW,20011,38.961513,-77.018894
2936 CARLTON AVE NE,NE,20018,38.929477,-76.967777
940 DIVISION AVE NE,NE,20019,38.903104,-76.924201
2601 29TH ST SE,SE,20020,38.858877,-76.965585
608 HARVARD ST NW,NW,20001,38.927259,-77.021991
1300 K ST SE,SE,20003,38.878611,-76.988067
5430 C ST SE,SE,20019,38.88444,-76.922862
2201 WISCONSIN AVE NW,NW,20007,38.91923,-77.070294
1819 H PL NE,NE,20002,38.900702,-76.976786
550 MALCOLM X AVE SE,SE,20032,38.845266,-76.99949
2425 17TH ST NW,NW,20009,38.922417,-77.038766
4817 1ST ST SW,SW,20032,38.820781,-77.005572
905 QUINCY ST NW,NW,20011,38.937821,-77.025372
621 ALLISON ST NW,NW,20011,38.945395,-77.021032
1103 FLORIDA AVE NE,NE,20002,38.903018,-76.99123
102 U ST NE,NE,20002,38.91719,-77.006359
1509 28TH ST SE,SE,20020,38.871749,-76.968023
1335 BRYANT ST NE,NE,20018,38.920896,-76.987285
1408 HOLBROOK ST NE,NE,20002,38.903782,-76.983333
340 ADAMS ST NE,NE,20002,38.920438,-77.000848
1431 MONROE ST NW,NW,20010,38.931832,-77.033959
1907 S ST NW,NW,20009,38.914306,-77.043856
3314 EAST CAPITOL ST NE,NE,20019,38.890099,-76.959262
1752 S ST NW,NW,20009,38.913911,-77.041148
831 KENTUCKY AVE SE,SE,20003,38.879443,-76.981966
3609 14TH ST NW,NW,20010,38.936544,-77.03245
2610 WADE RD SE,SE,20020,38.859431,-76.996243
2901 NELSON PL SE,SE,20019,38.876566,-76.967649
3527 O ST NW,NW,20007,38.907868,-77.06999
845 48TH ST NE,NE,20019,38.901122,-76.933543
2417 18TH PL SE,SE,20020,38.85671,-76.978249
1724 FRANKFORD ST SE,SE,20020,38.856427,-76.979911
1331 D ST NE,NE,20002,38.894624,-76.987076
320 ATLANTIC ST SE,SE,20032,38.831172,-77.000958
754 GIRARD ST NW,NW,20001,38.92579,-77.02457
556 LEBAUM ST SE,SE,20032,38.846919,-76.997307
1806 Q ST SE,SE,20020,38.87098,-76.978619
809 KENNEDY ST NW,NW,20011,38.956579,-77.024689
3222 4TH ST SE,SE,20032,38.84213,-77.000297
5061 NEW HAMPSHIRE AVE NW,NW,20011,38.951972,-77.012339
3645 SAINT MARYS PL NW,NW,20007,38.905314,-77.071385
239 10TH ST NE,NE,20002,38.893088,-76.992392
135 KENNEDY ST NW,NW,20011,38.956884,-77.012994
1001 KENYON ST NW,NW,20010,38.929957,-77.026589
1208 LINDEN PL NE,NE,20002,38.899686,-76.989598
6711 GEORGIA AVE NW,NW,20012,38.972093,-77.026781
316 18TH PL NE,NE,20002,38.894019,-76.978353
4049 ELY PL SE,SE,20019,38.883543,-76.945458
2224 49TH ST NW,NW,20007,38.919971,-77.096989
630 ROCK CREEK CHURCH RD NW,NW,20010,38.936943,-77.020644
2709 WISCONSIN AVE NW,NW,20007,38.92515,-77.072885
2504 HURSTON LN NE,NE,20018,38.922707,-76.952191
5821 DIX ST NE,NE,20019,38.894246,-76.916961
2731 28TH ST NE,NE,20018,38.925427,-76.967848
3729 NEW HAMPSHIRE AVE NW,NW,20010,38.937191,-77.023351
806 MARYLAND AVE NE,NE,20002,38.895861,-76.994648
245 15TH ST SE,SE,20003,38.885859,-76.983881
1340 LEVIS ST NE,NE,20002,38.90467,-76.983513
2208 1ST ST NW,NW,20001,38.91954,-77.012424
1808 BAY ST SE,SE,20003,38.887019,-76.978573
602 H ST NW,NW,20001,38.899673,-77.020262
750 6TH ST NW,NW,20001,38.89967,-77.020129
1618 A ST SE,SE,20003,38.888874,-76.981271
2341 WYOMING AVE NW,NW,20008,38.917259,-77.052213
2329 CHAMPLAIN ST NW,NW,20009,38.921236,-77.040932
1209 FARRAGUT ST NW,NW,20011,38.95101,-77.028643
1526 LEVIS ST NE,NE,20002,38.904594,-76.982082
1834 NORTH CAPITOL ST NW,NW,20002,38.915198,-77.009359
5045 JUST ST NE,NE,20019,38.902491,-76.928527
4253 CLAY ST NE,NE,20019,38.894023,-76.939632
1235 HOLBROOK TER NE,NE,20002,38.906979,-76.985751
2802 GEORGIA AVE NW,NW,20001,38.926243,-77.023071
2624 SHERMAN AVE NW,NW,20001,38.924569,-77.025922
2201 40TH PL NW,NW,20007,38.919351,-77.079503
215 FLORIDA AVE NW,NW,20001,38.913447,-77.014661
454 M ST NW,NW,20001,38.905428,-77.018474
3000 NELSON PL SE,SE,20019,38.875552,-76.964494
113 15TH ST SE,SE,20003,38.888272,-76.983894
1021 10TH ST NE,NE,20002,38.903021,-76.992407
1746 V ST NW,NW,20009,38.917956,-77.039933
1451 35TH ST SE,SE,20020,38.87152,-76.956006
1259 16TH ST NE,NE,20002,38.906884,-76.979842
4601 CONNECTICUT AVE NW,NW,20008,38.949942,-77.066269
1731 28TH ST SE,SE,20020,38.868535,-76.968046
4634 H ST SE,SE,20019,38.878857000000004,-76.933273
1628 TRINIDAD AVE NE,NE,20002,38.906718,-76.984093
1323 28TH ST SE,SE,20020,38.87381,-76.968039
234 35TH ST NE,NE,20019,38.893252,-76.952912
808 12TH ST NE,NE,20002,38.900529,-76.990541
2728 LANGSTON PL SE,SE,20020,38.855321000000004,-76.971746
841 52ND ST NE,NE,20019,38.901032,-76.925445
4845 1ST ST SW,SW,20032,38.820147,-77.005556
3918 INGOMAR ST NW,NW,20015,38.958194,-77.079331
1450 MONROE ST NW,NW,20010,38.931616,-77.034385
1631 HOLBROOK ST NE,NE,20002,38.906094,-76.981292
1639 HOLBROOK ST NE,NE,20002,38.906258,-76.981186
1805 D ST SE,SE,20003,38.883928,-76.978719
3329 CROFFUT PL SE,SE,20019,38.886652,-76.958538
406 CHAPLIN ST SE,SE,20019,38.884485,-76.941841
4533 FOOTE ST NE,NE,20019,38.897225,-76.936318
23 SEATON PL NW,NW,20001,38.915011,-77.009939
335 18TH ST NE,NE,20002,38.894384,-76.97877
1013 46TH ST NE,NE,20019,38.903385,-76.936307
426 OAKDALE PL NW,NW,20001,38.917663,-77.018381
1712 SUMMIT PL NW,NW,20009,38.926228,-77.040688
633 8TH ST NE,NE,20002,38.898301,-76.99473
3420 9TH ST NE,NE,20017,38.932052,-76.99384
2400 GOOD HOPE RD SE,SE,20020,38.863229,-76.972819
2015 13TH ST SE,SE,20020,38.865917,-76.987614
2112 BRANCH AVE SE,SE,20020,38.864385,-76.958939
6613 5TH ST NW,NW,20012,38.970941,-77.019634
1314 WEBSTER ST NE,NE,20017,38.944442,-76.987563
711 IRVING ST NE,NE,20017,38.928174,-76.995639
5661 3RD ST NE,NE,20011,38.958619,-77.002662
900 48TH PL NE,NE,20019,38.901974,-76.93296
4835 LEE ST NE,NE,20019,38.904821,-76.931982
1123 OATES ST NE,NE,20002,38.905921,-76.98979
2655 15TH ST NW,NW,20009,38.924715,-77.035162
1215 EMERSON ST NW,NW,20011,38.949914,-77.029128
308 V ST NE,NE,20002,38.91831,-77.001563
6106 CLAY ST NE,NE,20019,38.893152,-76.913217
2808 HARTFORD ST SE,SE,20020,38.854657,-76.969361
5021 AYERS PL SE,SE,20019,38.888431,-76.929089
1394 MORRIS RD SE,SE,20020,38.860485,-76.988136
758 QUEBEC PL NW,NW,20010,38.935766,-77.023321
4575 KANE PL NE,NE,20019,38.90357,-76.936249
213 ADAMS ST NE,NE,20002,38.920028,-77.00285
1348 DEXTER PL SE,SE,20020,38.860393,-76.989676
1041 16TH ST NE,NE,20002,38.904156,-76.981666
1679 MONTELLO AVE NE,NE,20002,38.908779,-76.985678
127 17TH ST SE,SE,20003,38.887862,-76.981009
4373 DUBOIS PL SE,SE,20019,38.885505,-76.942158
704 31ST ST SE,SE,20019,38.879994,-76.962911
2400 L'ENFANT SQ SE,SE,20020,38.874554,-76.970971
716 GALLATIN ST NW,NW,20011,38.951869,-77.022749
1210 WYLIE ST NE,NE,20002,38.900879,-76.989663
1730 7TH ST NW,NW,20001,38.913459,-77.02218
505 MONTANA AVE NE,NE,20017,38.925276,-76.99961
1721 JACKSON ST NE,NE,20018,38.929923,-76.980125
2003 FRANKLIN ST NE,NE,20018,38.925351,-76.97585
501 FLORIDA AVE NW,NW,20001,38.915053,-77.018576
230 MALCOLM X AVE SE,SE,20032,38.845321,-77.001813
103 R ST NE,NE,20002,38.912374,-77.006313
6 GALVESTON ST SW,SW,20032,38.823727,-77.00627
4441 HARRISON ST NW,NW,20015,38.957223,-77.088177
713 BRANDYWINE ST SE,SE,20032,38.829871,-76.995469
1116 T ST NW,NW,20009,38.91542,-77.027902
1836 BRYANT ST NE,NE,20018,38.921538,-76.977659
1218 SHEPHERD ST NW,NW,20011,38.939563,-77.028634
7 15TH ST SE,SE,20003,38.889401,-76.983889
1728 CONNECTICUT AVE NW,NW,20009,38.91353,-77.046048
625 OTIS PL NW,NW,20010,38.935223,-77.020286
4196 LIVINGSTON RD SE,SE,20032,38.828249,-77.003375
4528 3RD ST SE,SE,20032,38.824567,-77.000718
921 19TH ST NE,NE,20002,38.902672,-76.975977
5302 F ST SE,SE,20019,38.881491,-76.926597
337 H ST NE,NE,20002,38.899981,-77.000752
1721 WEST VIRGINIA AVE NE,NE,20002,38.910178,-76.985783
738 LONGFELLOW ST NW,NW,20011,38.957103,-77.023684
2428 ELVANS RD SE,SE,20020,38.854045,-76.986473
3830 BLAINE ST NE,NE,20019,38.892077,-76.950227
1220 HOLBROOK TER NE,NE,20002,38.907485,-76.985851
3504 7TH ST SE,SE,20032,38.839091,-76.996336
1519 17TH ST SE,SE,20020,38.871317,-76.981023
1918 E ST NE,NE,20002,38.896254,-76.97668
720 MADISON ST NW,NW,20011,38.958255,-77.023532
723 JEFFERSON ST NW,NW,20011,38.955517,-77.023025
7436 GEORGIA AVE NW,NW,20012,38.980835,-77.026843
225 I ST NE,NE,20002,38.901033,-77.002429
430 BRANDYWINE ST SE,SE,20032,38.830304,-76.999098
1619 BUTLER ST SE,SE,20020,38.861188,-76.984325
827 20TH ST NE,NE,20002,38.900976,-76.974915
1310 GALLATIN ST NW,NW,20011,38.95166,-77.030633
4807 IOWA AVE NW,NW,20011,38.948766,-77.031884
907 LAWRENCE ST NE,NE,20017,38.931269,-76.993215
1813 18TH ST SE,SE,20020,38.867731,-76.979252
226 57TH ST NE,NE,20019,38.891991,-76.91994
6323 LUZON AVE NW,NW,20011,38.96721,-77.03544
846 20TH ST NE,NE,20002,38.901439,-76.975489
5042 JUST ST NE,NE,20019,38.902843,-76.928932
26 NICHOLSON ST NW,NW,20011,38.959954,-77.010478
2211 LAWRENCE ST NE,NE,20018,38.931955,-76.973494
3134 17TH ST NW,NW,20010,38.929936,-77.039096
109 ROCK CREEK CHURCH RD NW,NW,20011,38.943023,-77.012784
4721 EADS ST NE,NE,20019,38.894655,-76.933546
1616 OAK ST NW,NW,20010,38.935471,-77.037202
1431 S ST NW,NW,20009,38.91433,-77.033265
3223 M ST NW,NW,20007,38.905359,-77.063651
720 IRVING ST NE,NE,20017,38.92871,-76.995434
5209 14TH ST NW,NW,20011,38.953491,-77.033149
4560 MACARTHUR BLVD NW,NW,20007,38.909134,-77.087716
4206 14TH ST NW,NW,20011,38.942188,-77.033002
4222 14TH ST NW,NW,20011,38.94259,-77.032998
134 THOMAS ST NW,NW,20001,38.916137,-77.013282
1103 PARK RD NW,NW,20010,38.931943,-77.028622
2926 KNOX PL SE,SE,20020,38.854433,-76.970504
566 NEWCOMB ST SE,SE,20032,38.845451,-76.998232
1615 BUTLER ST SE,SE,20020,38.861337,-76.984551
4101 ALBEMARLE ST NW,NW,20016,38.948183,-77.080825
955 26TH ST NW,NW,20037,38.902233,-77.054431
1806 H ST NE,NE,20002,38.900381,-76.977211
1211 LINDEN PL NE,NE,20002,38.899433,-76.98958
521 24TH ST NE,NE,20002,38.896658,-76.972366
613 PORTLAND ST SE,NA,20001,38.911936,-77.016719
4318 9TH ST NW,NW,20011,38.943543,-77.025395
1631 LANG PL NE,NE,20002,38.904228,-76.979609
1126 COLUMBIA RD NW,NW,20009,38.92746,-77.028223
5034 41ST ST NW,NW,20016,38.955773,-77.080489
3117 BUENA VISTA TER SE,SE,20020,38.851618,-76.965955
1713 M ST NE,NE,20002,38.905406,-76.978404
1117 PENN ST NE,NE,20002,38.906723,-76.98857
110 D ST SE,SE,20003,38.885328,-77.005089
3707 HANSBERRY CT NE,NE,20018,38.922937,-76.952927
2608 CATHEDRAL AVE NW,NW,20008,38.927998,-77.054677
5037 BLAINE ST NE,NE,20019,38.891705,-76.928592
6203 7TH ST NW,NW,20011,38.965163,-77.022245
2927 HILLCREST DR SE,SE,20020,38.863848,-76.96504
511 16TH ST SE,SE,20003,38.882407,-76.982428
8008 16TH ST NW,NW,20012,38.989334,-77.036693
4756 EASTERN AVE NE,NE,20017,38.947287,-76.979763
3520 ELY PL SE,SE,20019,38.88379,-76.954993
1324 PARK RD NW,NW,20010,38.930721,-77.030663
962 FLORIDA AVE NW,NW,20001,38.919673,-77.025432
1000 15TH ST SE,SE,20003,38.878273,-76.983408
716 LAMONT ST NW,NW,20010,38.930793,-77.024388
2023 1ST ST NW,NW,20001,38.917649,-77.011912
710 KENNEDY ST NW,NW,20011,38.956127,-77.022891
2021 I ST NE,NE,20002,38.902502,-76.974424
3809 V ST SE,SE,20020,38.864009,-76.951459
1921 37TH ST NW,NW,20007,38.916077,-77.072589
2635 12TH ST NE,NE,20018,38.924209,-76.99012
721 EAST CAPITOL ST SE,SE,20003,38.889504,-76.99526
322 ALLISON ST NW,NW,20011,38.945139,-77.016589
519 KENYON ST NW,NW,20010,38.930356,-77.020646
803 DELAFIELD ST NE,NE,20017,38.949105,-76.994646
5017 AYERS PL SE,SE,20019,38.888446,-76.929244
227 FLORIDA AVE NW,NW,20001,38.913587,-77.014984
1615 Q ST NW,NW,20009,38.911362,-77.037509
1500 44TH ST NW,NW,20007,38.908811,-77.080438
1235 PENN ST NE,NE,20002,38.905947,-76.986666
1330 28TH ST SE,SE,20020,38.873465,-76.967512
1823 H PL NE,NE,20002,38.900705,-76.976683
1375 MORRIS RD SE,SE,20020,38.860941,-76.989074
301 P ST NW,NW,20001,38.909841,-77.015408
512 23RD PL NE,NE,20002,38.896535,-76.973792
1109 6TH ST NE,NE,20002,38.904042,-76.998246
5727 2ND ST NE,NE,20011,38.960097,-77.00432
4425 NANNIE HELEN BURROUGHS AVE NE,NE,20019,38.89994,-76.938086
3006 11TH ST NW,NW,20001,38.927982,-77.027609
835 H R DR SE,SE,20032,38.829693,-76.992171
5029 SARGENT RD NE,NE,20017,38.951326,-76.989313
207 ELMIRA ST SW,SW,20032,38.826379,-77.013445
4361 MARTIN LUTHER KING JR AVE SW,SW,20032,38.826717,-77.013082
4363 MARTIN LUTHER KING JR AVE SW,SW,20032,38.826717,-77.01291
2818 CONNECTICUT AVE NW,NW,20008,38.927141,-77.05397
4909 1ST ST NW,NW,20011,38.949909,-77.012814
2305 39TH ST NW,NW,20007,38.920157,-77.076817
158 T ST NE,NE,20002,38.915743,-77.00438
1030 TAUSSIG PL NE,NE,20017,38.941399,-76.990831
2921 PENNSYLVANIA AVE SE,SE,20020,38.871195,-76.965749
1359 E ST SE,SE,20003,38.882655,-76.986184
1709 21ST ST NW,NW,20009,38.913118,-77.046363
7456 7TH ST NW,NW,20012,38.980761,-77.023793
4040 51ST ST NW,NW,20016,38.941692,-77.101127
4611 HILLSIDE RD SE,SE,20019,38.876294,-76.9334
2428 NORTH CAPITOL ST NW,NW,20002,38.922232,-77.009363
713 TUCKERMAN ST NW,NW,20011,38.967461,-77.023135
2316 CHESTER ST SE,SE,20020,38.862375,-76.98781
4954 JUST ST NE,NE,20019,38.902605,-76.931019
1928 6TH ST NW,NW,20001,38.916364,-77.020335
1331 NEWTON ST NE,NE,20017,38.933455,-76.987683
1500 BENNING RD NE,NE,20002,38.900209,-76.981811
5048 C ST SE,SE,20019,38.885239,-76.928593
1226 18TH PL NE,NE,20002,38.906439,-76.977415
2411 1ST ST NW,NW,20001,38.921773,-77.011849
1027 PARK RD NW,NW,20010,38.932194,-77.027967
2351 Q ST SE,SE,20020,38.870571,-76.971145
317 ROCK CREEK CHURCH RD NW,NW,20011,38.939422,-77.015951
6134 30TH ST NW,NW,20015,38.970921,-77.060976
4229 FORT DUPONT TER SE,SE,20020,38.868497,-76.941585
217 JEFFERSON ST NW,NW,20011,38.955747,-77.014316
838 MADISON ST NW,NW,20011,38.958226,-77.025529
4049 MINNESOTA AVE NE,NE,20019,38.896082,-76.947603
313 ALLISON ST NW,NW,20011,38.945547,-77.016178
1115 48TH ST NE,NE,20019,38.905487,-76.933529
413 P ST NW,NW,20001,38.909838,-77.017145
1103 C ST SE,SE,20003,38.885901,-76.991281
3901 MINNESOTA AVE NE,NE,20019,38.893418,-76.949879
2827 JASPER RD SE,SE,20020,38.851542,-76.986569
1320 BRYANT ST NE,NE,20018,38.921334,-76.988023
4007 COLE BLVD SE,SE,20032,38.835064,-76.990646
218 WEBSTER ST NE,NE,20011,38.943582,-77.003094
2420 12TH ST NE,NE,20018,38.922773,-76.99045
2900 NELSON PL SE,SE,20019,38.87684,-76.967346
425 60TH ST NE,NE,20019,38.895402,-76.914765
1026 PARK RD NW,NW,20010,38.931762,-77.027753
3320 QUEBEC PL NW,NW,20008,38.937837,-77.066182
3600 28TH ST NE,NE,20018,38.93427,-76.968405
2715 22ND ST NE,NE,20018,38.924991,-76.973899
521 PEABODY ST NE,NE,20011,38.962493,-76.999478
520 EDGEWOOD ST NE,NE,20017,38.9239,-76.999209
1901 T PL SE,SE,20020,38.866657,-76.977377
18 4TH ST NE,NE,20002,38.890581,-77.000775
2840 MYRTLE AVE NE,NE,20018,38.932007,-76.965075
900 19TH ST NE,NE,20002,38.902081,-76.976462
4012 GEORGIA AVE NW,NW,20011,38.940266,-77.025428
1424 CHAPIN ST NW,NW,20009,38.921322,-77.033254
801 OGLETHORPE ST NE,NE,20011,38.958422,-76.994671
1430 DUNCAN ST NE,NE,20002,38.895568,-76.984302
709 MASSACHUSETTS AVE NE,NE,20002,38.891786,-76.99584
126 KENILWORTH AVE NE,NE,20019,38.891093,-76.957905
28 UNDERWOOD PL NE,NE,20012,38.968563,-77.007226
5809 4TH ST NW,NW,20011,38.960632,-77.017784
300 EMERSON ST NW,NW,20011,38.949857,-77.015965
4320 LIVINGSTON RD SE,SE,20032,38.827205,-77.002984
4326 LIVINGSTON RD SE,SE,20032,38.82684,-77.003004
4334 LIVINGSTON RD SE,SE,20032,38.826942,-77.003417
4336 LIVINGSTON RD SE,SE,20032,38.826323,-77.003318
4500 3RD ST SE,SE,20032,38.825121,-77.001182
4508 3RD ST SE,SE,20032,38.825117,-77.000782
4508 LIVINGSTON RD SE,SE,20032,38.825213,-77.002416
4510 3RD ST SE,SE,20032,38.825207,-77.000803
4522 LIVINGSTON RD SE,SE,20032,38.824386,-77.001831
750 UPSAL ST SE,SE,20032,38.839764,-76.994605
329 DELAFIELD PL NW,NW,20011,38.949461,-77.016807
1227 ORREN ST NE,NE,20002,38.902803,-76.985335
320 34TH ST SE,SE,20019,38.885202,-76.957239
2421 OTIS ST NE,NE,20018,38.934903,-76.971037
513 OGLETHORPE ST NW,NW,20011,38.961506,-77.020652
3917 IVY TERRACE CT NW,NW,20007,38.916503,-77.076993
1923 NORTH CAPITOL ST NE,NE,20002,38.916378,-77.008711
1915 NORTH CAPITOL ST NE,NE,20002,38.916051,-77.008712
1300 N ST NW,NW,20005,38.907072,-77.029916
3050 PINEVIEW CT NE,NE,20018,38.929086,-76.957827
233 MORGAN ST NW,NW,20001,38.906596,-77.014682
4602 B ST SE,SE,20019,38.888229,-76.935478
4424 2ND ST NE,NE,20011,38.943595,-77.00432
1816 PROVIDENCE ST NE,NE,20002,38.912672,-76.984878
3605 MINNESOTA AVE SE,SE,20019,38.88784,-76.954082
1366 RANDOLPH ST NW,NW,20011,38.938497,-77.031903
5100 2ND ST NW,NW,20011,38.952452,-77.01372
801 LONGFELLOW ST NW,NW,20011,38.957605,-77.024285
1327 27TH ST SE,SE,20020,38.873536,-76.969157
501 PEABODY ST NW,NW,20011,38.962883,-77.020139
1827 1ST ST NW,NW,20001,38.915107,-77.011901
5420 KANSAS AVE NW,NW,20011,38.956398,-77.015484
27 O ST NW,NW,20001,38.908821,-77.010276
4643 HILLSIDE RD SE,SE,20019,38.876268,-76.931894
435 ORANGE ST SE,SE,20032,38.846014,-77.003167
1436 NEWTON ST NW,NW,20010,38.932107,-77.033916
2101 Q ST SE,SE,20020,38.870592,-76.975963
724 QUEBEC PL NW,NW,20010,38.936032,-77.021896
815 MALCOLM X AVE SE,SE,20032,38.844885,-76.993929
439 XENIA ST SE,SE,20032,38.832801,-76.999242
3333 N ST NW,NW,20007,38.907084,-77.067368
648 NICHOLSON ST NE,NE,20011,38.958753,-76.996552
2002 4TH ST NE,NE,20002,38.917278,-77.00086
3461 14TH ST NW,NW,20010,38.933988,-77.032442
1471 HOWARD RD SE,SE,20020,38.857965,-76.986959
1360 MORRIS RD SE,SE,20020,38.861387,-76.988994
1362 MORRIS RD SE,SE,20020,38.861207,-76.988828
4348 ELLICOTT ST NW,NW,20016,38.953143,-77.085934
3209 BUENA VISTA TER SE,SE,20020,38.850848,-76.966912
145 35TH ST NE,NE,20019,38.891692,-76.95378
1314 HAMLIN ST NE,NE,20017,38.92796,-76.987602
216 T ST NW,NW,20001,38.915706,-77.015111
200 RHODE ISLAND AVE NE,NE,20002,38.919185,-77.003276
1619 A ST NE,NE,20002,38.890712,-76.981427
1624 3RD ST NW,NW,20001,38.911849,-77.01545
802 DELAFIELD PL NW,NW,20011,38.948909,-77.023927
1764 W ST SE,SE,20020,38.862319,-76.978947
4974 BENNING RD SE,SE,20019,38.87922,-76.931553
3923 SOUTH CAPITOL ST SW,SW,20032,38.832002,-77.008578
1745 MASSACHUSETTS AVE SE,SE,20003,38.885006,-76.979184
1017 17TH PL NE,NE,20002,38.903187,-76.979856
201 DOUGLAS ST NE,NE,20002,38.923271,-77.003327
1720 BENNING RD NE,NE,20002,38.899529,-76.978469
1742 BENNING RD NE,NE,20002,38.899424,-76.977866
2202 15TH ST NE,NE,20018,38.919371,-76.982313
2907 10TH ST NE,NE,20017,38.926896,-76.992178
5026 BENNING RD SE,SE,20019,38.877854,-76.930794
1612 19TH ST NW,NW,20009,38.911584,-77.043704
4202 13TH ST NW,NW,20011,38.942498,-77.030328
1167 46TH PL SE,SE,20019,38.877206,-76.932276
3417 WOODLEY RD NW,NW,20016,38.931895,-77.068045
3051 IDAHO AVE NW,NW,20016,38.930166,-77.077442
4423 NEW HAMPSHIRE AVE NW,NW,20011,38.944805,-77.01768
1310 CONGRESS ST SE,SE,20032,38.842246,-76.987942
1821 18TH ST SE,SE,20020,38.867461,-76.979251
5 RIDGE SQ NW,NW,20016,38.941036,-77.077471
30 RIDGE SQ NW,NW,20016,38.939937,-77.07774
45 RIDGE SQ NW,NW,20016,38.940359,-77.07725
4924 NASH ST NE,NE,20019,38.907426,-76.930411
1277 SIMMS PL NE,NE,20002,38.908451,-76.983075
1815 H PL NE,NE,20002,38.900706,-76.976899
424 7TH ST NE,NE,20002,38.895955,-76.996401
1307 KENYON ST NW,NW,20010,38.929909,-77.030205
607 SHERIDAN ST NW,NW,20011,38.966317,-77.021526
4006 7TH ST NW,NW,20011,38.940351,-77.021834
4707 BASS PL SE,SE,20019,38.886754,-76.934652
2201 12TH ST NW,NW,20009,38.919541,-77.027844
1633 MORRIS RD SE,SE,20020,38.856981,-76.981003
1625 MORRIS RD SE,SE,20020,38.856942,-76.981238
1801 28TH PL SE,SE,20020,38.868378,-76.967002
1835 H ST NE,NE,20002,38.899999,-76.976422
3213 DUBOIS PL SE,SE,20019,38.885024,-76.960458
929 INGRAHAM ST NW,NW,20011,38.954272,-77.026192
1642 KRAMER ST NE,NE,20002,38.898003,-76.981131
1503 Q ST NW,NW,20009,38.911292,-77.034915
5802 GEORGIA AVE NW,NW,20011,38.960277,-77.028397
4535 GARRISON ST NW,NW,20016,38.956169,-77.090293
319 QUINTANA PL NE,NE,20011,38.964216,-77.001852
756 IRVING ST NW,NW,20010,38.928767,-77.025044
222 JEFFERSON ST NW,NW,20011,38.95533,-77.014614
1411 PERRY PL NW,NW,20010,38.93664,-77.033513
5200 CLAY ST NE,NE,20019,38.893761,-76.926998
1101 WEST VIRGINIA AVE NE,NE,20002,38.90412,-76.992665
1132 FLORIDA AVE NE,NE,20002,38.9031,-76.990473
5219 GEORGIA AVE NW,NW,20011,38.953517,-77.027326
3970 EAST CAPITOL ST NE,NE,20019,38.890074,-76.947853
1472 NEWTON ST NW,NW,20010,38.93251,-77.034864
3130 BUENA VISTA TER SE,SE,20020,38.851227,-76.965253
2324 NICHOLSON ST SE,SE,20020,38.873171,-76.97255
3537 HIGHWOOD DR SE,SE,20020,38.869792,-76.95359
4617 ARKANSAS AVE NW,NW,20011,38.946701,-77.030762
535 MADISON ST NE,NE,20011,38.957676,-76.998026
3536 CLAY PL NE,NE,20019,38.893432,-76.951098
1129 5TH ST NW,NW,20001,38.905174,-77.01873
1408 ORREN ST NE,NE,20002,38.904382,-76.984737
1711 HOLBROOK ST NE,NE,20002,38.907095,-76.980669
2517 PENNSYLVANIA AVE NW,NW,20037,38.904105,-77.053799
5426 4TH ST NW,NW,20011,38.955974,-77.01805
1434 PERRY PL NW,NW,20010,38.936489,-77.034253
1201 5TH ST NE,NE,20002,38.905827,-76.999298
4408 DUBOIS PL SE,SE,20019,38.8859,-76.94146
1476 HARVARD ST NW,NW,20009,38.926156,-77.035184
